species	taxon_id
GCA_900319265	838
GCA_900315275	186802
GCA_900317245	31977
GCA_900318585	171552
GCA_900317235	838
GCA_900322095	838
GCA_900318675	171552
GCA_900321825	186802
GCA_900319555	171552
GCA_900316625	186803
GCA_900313975	186803
GCA_900316795	171549
GCA_900314615	2172
GCA_900319915	194
GCA_900319225	171552
GCA_900319105	171549
GCA_900314655	171552
GCA_900317775	171549
GCA_900315125	186802
GCA_900321645	186802
GCA_900319275	186802
GCA_900314025	838
GCA_900319245	186803
GCA_900316495	186802
GCA_900314405	128827
GCA_900319725	186802
GCA_900319905	838
GCA_900320105	186802
GCA_900315075	171552
GCA_900313195	2172
GCA_900319565	186802
GCA_900315785	186802
GCA_900317705	186802
GCA_900319125	186802
GCA_900314195	838
GCA_900321405	186803
GCA_900321635	137
GCA_900321215	1730
GCA_900320065	186802
GCA_900319635	186802
GCA_900317585	186803
GCA_900316025	186802
GCA_900317825	186803
GCA_900313235	171552
GCA_900317145	186803
GCA_900318315	171549
GCA_900316765	171552
GCA_900318715	186802
GCA_900313715	171552
GCA_900319975	171549
GCA_900314785	2
GCA_900313085	133925
GCA_900316545	2
GCA_900322015	838
GCA_900317285	171549
GCA_900319585	186803
GCA_900321775	171549
GCA_900317725	128827
GCA_900320855	256845
GCA_900315105	171552
GCA_900316265	171552
GCA_900319335	186802
GCA_900315265	186802
GCA_900320985	186802
GCA_900319965	128827
GCA_900313845	171552
GCA_900315795	423604
GCA_900322145	186802
GCA_900320475	186803
GCA_900319095	186802
GCA_900315985	186802
GCA_900315725	519427
GCA_900321615	186803
GCA_900315675	186802
GCA_900319955	186802
GCA_900321915	186802
GCA_900320335	186803
GCA_900314725	171549
GCA_900316455	186802
GCA_900318425	171552
GCA_900315535	186802
GCA_900316555	186802
GCA_900318305	171552
GCA_900317625	157
GCA_900316615	186802
GCA_900316355	171552
GCA_900319385	171552
GCA_900315235	186802
GCA_900317555	186803
GCA_900320575	186802
GCA_900316835	171552
GCA_900318945	171552
GCA_900317385	186802
GCA_900321145	186802
GCA_900318725	171549
GCA_900315195	186802
GCA_900321335	186802
GCA_900321575	256845
GCA_900313275	171549
GCA_900317185	519427
GCA_900314105	186803
GCA_900318105	186802
GCA_900314495	133925
GCA_900318485	186802
GCA_900318705	838
GCA_900313915	31977
GCA_900314395	171552
GCA_900318635	186802
GCA_900314945	838
GCA_900315755	1263
GCA_900319345	186802
GCA_900319045	186802
GCA_900316855	186803
GCA_900316305	171549
GCA_900316535	186802
GCA_900316205	186802
GCA_900314645	2
GCA_900318595	157
GCA_900318065	171552
GCA_900320615	186802
GCA_900317255	519427
GCA_900314845	186802
GCA_900317075	2172
GCA_900313625	186802
GCA_900314035	909929
GCA_900313645	2172
GCA_900319775	186802
GCA_900319305	838
GCA_900315515	519427
GCA_900313385	186802
GCA_900315765	838
GCA_900313105	2
GCA_900318085	171549
GCA_900321655	171549
GCA_900320515	2172
GCA_900315185	133925
GCA_900318935	2
GCA_900317735	186802
GCA_900320155	171552
GCA_900321005	171549
GCA_900315385	2
GCA_900313565	186803
GCA_900317395	186802
GCA_900319735	171552
GCA_900322195	171552
GCA_900316075	186803
GCA_900314955	171552
GCA_900315875	186802
GCA_900318095	1402
GCA_900317765	186802
GCA_900314535	133925
GCA_900318875	186803
GCA_900318985	186802
GCA_900319135	186802
GCA_900316655	186802
GCA_900320605	186802
GCA_900321275	186802
GCA_900321345	186803
GCA_900316785	838
GCA_900320995	186802
GCA_900319315	171552
GCA_900315445	186803
GCA_900321095	133925
GCA_900314685	2
GCA_900322215	1898207
GCA_900318905	186802
GCA_900313315	186803
GCA_900321435	186802
GCA_900317125	171549
GCA_900320595	186802
GCA_900317675	186802
GCA_900314805	905
GCA_900314015	186802
GCA_900317065	171549
GCA_900314325	1291539
GCA_900316805	186803
GCA_900318885	171552
GCA_900314935	838
GCA_900321715	171549
GCA_900313255	186802
GCA_900313455	186802
GCA_900313855	186802
GCA_900317985	186802
GCA_900313695	186802
GCA_900313805	838
GCA_900319655	186802
GCA_900317495	838
GCA_900313265	186803
GCA_900313665	838
GCA_900318435	186802
GCA_900314085	186803
GCA_900316225	838
GCA_900314675	519427
GCA_900314735	186802
GCA_900316115	186802
GCA_900319785	186802
GCA_900318965	186802
GCA_900322065	1263
GCA_900316255	186802
GCA_900321745	2
GCA_900321965	171552
GCA_900321065	838
GCA_900314835	186802
GCA_900316185	171549
GCA_900315245	171549
GCA_900318775	171552
GCA_900320795	171549
GCA_900318805	186802
GCA_900319085	171552
GCA_900319325	423604
GCA_900315845	423604
GCA_900322045	186802
GCA_900317475	186803
GCA_900317925	171549
GCA_900321815	2
GCA_900314145	838
GCA_900313555	186802
GCA_900319795	186802
GCA_900318755	186802
GCA_900320315	2
GCA_900314425	186803
GCA_900319035	171549
GCA_900317435	519427
GCA_900314155	186803
GCA_900317905	186802
GCA_900314885	186802
GCA_900320945	186802
GCA_900313685	133925
GCA_900322005	171552
GCA_900321025	186802
GCA_900315495	186803
GCA_900313755	2172
GCA_900315615	31977
GCA_900321585	171552
GCA_900321085	186802
GCA_900320035	41295
GCA_900316295	838
GCA_900317365	2
GCA_900315955	838
GCA_900322125	2316
GCA_900320125	171552
GCA_900318465	171549
GCA_900315285	186802
GCA_900316735	171552
GCA_900313655	171549
GCA_900320195	186802
GCA_900319835	186802
GCA_900316695	186802
GCA_900321555	171552
GCA_900315645	186802
GCA_900321505	186802
GCA_900320835	186802
GCA_900317995	186803
GCA_900316335	186802
GCA_900319295	171552
GCA_900318685	171552
GCA_900313215	838
GCA_900313155	41295
GCA_900317455	40544
GCA_900317115	171552
GCA_900315035	838
GCA_900320805	186802
GCA_900316145	186802
GCA_900316385	186802
GCA_900320875	171549
GCA_900321265	186802
GCA_900314205	186803
GCA_900316415	186802
GCA_900318405	186802
GCA_900317835	171552
GCA_900315635	838
GCA_900318735	186802
GCA_900314065	186803
GCA_900318035	2172
GCA_900314545	2172
GCA_900320215	838
GCA_900322165	186802
GCA_900318515	186802
GCA_900317855	186802
GCA_900316345	186802
GCA_900316905	157
GCA_900318245	171549
GCA_900320715	171552
GCA_900321325	838
GCA_900322055	423604
GCA_900314305	909929
GCA_900316745	186802
GCA_900319605	171552
GCA_900315315	186802
GCA_900317845	171549
GCA_900315835	838
GCA_900321955	1239
GCA_900319705	2
GCA_900321135	186802
GCA_900315485	186802
GCA_900314345	128827
GCA_900317035	186802
GCA_900313425	186802
GCA_900317895	838
GCA_900319755	1301
GCA_900313965	186803
GCA_900317715	171549
GCA_900320845	171552
GCA_900316405	171549
GCA_900314975	186802
GCA_900320295	838
GCA_900316955	171549
GCA_900316095	133925
GCA_900319285	186802
GCA_900313995	186803
GCA_900319815	171549
GCA_900318375	186803
GCA_900320735	186802
GCA_900319195	1263
GCA_900314965	128827
GCA_900316965	171549
GCA_900321855	186802
GCA_900318975	1239
GCA_900314045	186803
GCA_900321495	2
GCA_900316845	171549
GCA_900318845	171549
GCA_900315115	838
GCA_900318415	186802
GCA_900316685	171552
GCA_900314165	904
GCA_900313475	186802
GCA_900315555	186802
GCA_900317015	128827
GCA_900315505	186803
GCA_900314865	128827
GCA_900317575	1239
GCA_900313485	133925
GCA_900319515	186802
GCA_900315345	909929
GCA_900321755	186802
GCA_900314855	909929
GCA_900313615	171552
GCA_900314745	186802
GCA_900318255	171552
GCA_900316395	186803
GCA_900316485	186802
GCA_900320955	2172
GCA_900318275	171549
GCA_900316995	171549
GCA_900314825	31977
GCA_900313575	1239
GCA_900317605	186802
GCA_900317785	171549
GCA_900316215	838
GCA_900321015	1263
GCA_900316235	171549
GCA_900314215	171552
GCA_900318525	171549
GCA_900319485	171549
GCA_900317135	186802
GCA_900319765	186802
GCA_900320085	186802
GCA_900316245	171549
GCA_900321865	74152
GCA_900317465	171552
GCA_900315145	2
GCA_900316585	171552
GCA_900318655	2021
GCA_900321535	128827
GCA_900315695	838
GCA_900319395	171552
GCA_900316635	2172
GCA_900317165	128827
GCA_900321365	186802
GCA_900313985	171552
GCA_900314515	1263
GCA_900320725	171549
GCA_900315655	2172
GCA_900319525	171552
GCA_900314695	2172
GCA_900317225	186802
GCA_900318865	171552
GCA_900313745	186803
GCA_900314895	128827
GCA_900313125	186802
GCA_900319645	171549
GCA_900317915	186803
GCA_900318825	1263
GCA_900313515	2
GCA_900313925	186802
GCA_900320485	186803
GCA_900319165	838
GCA_900317515	186802
GCA_900321415	2
GCA_900317945	2
GCA_900317745	171549
GCA_900320205	186803
GCA_900313175	133925
GCA_900315855	186802
GCA_900313505	186802
GCA_900315595	186802
GCA_900316285	171552
GCA_900315455	171552
GCA_900319745	186802
GCA_900317525	186802
GCA_900316325	1730
GCA_900318075	1239
GCA_900319505	128827
GCA_900315215	2172
GCA_900313865	186802
GCA_900320425	186802
GCA_900318795	171552
GCA_900314455	838
GCA_900316435	186802
GCA_900321125	256845
GCA_900320635	186803
GCA_900318195	2
GCA_900320925	186802
GCA_900320675	2
GCA_900313295	186802
GCA_900321225	186802
GCA_900316125	171549
GCA_900321725	171552
GCA_900318475	171552
GCA_900320415	186802
GCA_900317445	186802
GCA_900321595	186802
GCA_900319055	186802
GCA_900317155	171549
GCA_900315085	186802
GCA_900316915	186802
GCA_900321185	186802
GCA_900317205	186802
GCA_900320895	186802
GCA_900313795	2
GCA_900320565	171552
GCA_900315225	128827
GCA_900316645	171552
GCA_900313895	186802
GCA_900316475	171552
GCA_900315805	909929
GCA_900319945	186802
GCA_900316705	186802
GCA_900321165	171549
GCA_900319545	838
GCA_900318325	186802
GCA_900313465	186801
GCA_900315425	186802
GCA_900314355	186802
GCA_900316195	171549
GCA_900321475	171552
GCA_900315325	171552
GCA_900315915	838
GCA_900321305	186802
GCA_900319155	186802
GCA_900313185	41295
GCA_900316515	171549
GCA_900317055	171549
GCA_900313145	171549
GCA_900320005	171552
GCA_900320375	171552
GCA_900320775	31977
GCA_900322075	186802
GCA_900316885	186802
GCA_900317865	2172
GCA_900315335	171549
GCA_900318055	186802
GCA_900317795	186802
GCA_900314475	171552
GCA_900320345	186803
GCA_900320705	171552
GCA_900320265	171549
GCA_900315055	186803
GCA_900316045	171549
GCA_900320665	171549
GCA_900320445	171552
GCA_900313945	909932
GCA_900319925	171549
GCA_900315435	137
GCA_900316665	186803
GCA_900320825	186803
GCA_900314335	171552
GCA_900319695	186802
GCA_900322035	838
GCA_900321785	186803
GCA_900321605	171549
GCA_900320645	186802
GCA_900321465	171549
GCA_900320365	171549
GCA_900314055	186803
GCA_900317295	128827
GCA_900315095	171552
GCA_900313225	171552
GCA_900319575	872
GCA_900314385	838
GCA_900313635	186803
GCA_900318555	171552
GCA_900320695	186803
GCA_900319175	171549
GCA_900322085	186802
GCA_900318925	832
GCA_900320385	171549
GCA_900315395	2
GCA_900317665	171552
GCA_900319995	171549
GCA_900317375	186802
GCA_900321765	133925
GCA_900319855	171549
GCA_900314765	909929
GCA_900317635	171552
GCA_900317195	171552
GCA_900313595	171549
GCA_900317405	838
GCA_900320135	186802
GCA_900315905	186802
GCA_900314245	2
GCA_900321665	186802
GCA_900317085	186802
GCA_900321155	186803
GCA_900321675	171549
GCA_900314275	186803
GCA_900314595	39948
GCA_900313115	2
GCA_900318395	838
GCA_900317335	186803
GCA_900315135	838
GCA_900317005	186802
GCA_900319435	909929
GCA_900320115	171549
GCA_900316825	832
GCA_900319205	171552
GCA_900321625	186802
GCA_900320815	2
GCA_900315895	186802
GCA_900321525	186802
GCA_900320685	186802
GCA_900315005	128827
GCA_900318665	171549
GCA_900321425	171552
GCA_900317535	171552
GCA_900320175	157
GCA_900320305	171549
GCA_900321905	186802
GCA_900318345	171552
GCA_900314585	128827
GCA_900316015	838
GCA_900319665	186802
GCA_900313245	2172
GCA_900317305	171552
GCA_900320535	186802
GCA_900316715	186802
GCA_900318165	171549
GCA_900315565	171552
GCA_900315165	2
GCA_900318175	171549
GCA_900316605	186802
GCA_900316365	128827
GCA_900316085	186802
GCA_900315665	186802
GCA_900315715	186802
GCA_900321355	186802
GCA_900321735	2
GCA_900321945	186802
GCA_900313955	186803
GCA_900320015	838
GCA_900314225	2
GCA_900313405	186802
GCA_900318135	186802
GCA_900314265	186803
GCA_900316925	186802
GCA_900317755	186803
GCA_900319415	171549
GCA_900314565	186802
GCA_900314295	186803
GCA_900313525	186803
GCA_900314555	186802
GCA_900317415	186802
GCA_900322115	186802
GCA_900318205	171552
GCA_900321395	186802
GCA_900320745	128827
GCA_900316985	171552
GCA_900318765	186802
GCA_900318745	186802
GCA_900313705	171552
GCA_900315815	186802
GCA_900314635	2172
GCA_900318155	186802
GCA_900318915	171552
GCA_900320395	838
GCA_900318815	171552
GCA_900314995	838
GCA_900317595	186802
GCA_900316375	674963
GCA_900321975	171549
GCA_900313545	186802
GCA_900315745	171552
GCA_900321285	186802
GCA_900313375	171552
GCA_900313415	2
GCA_900318235	186802
GCA_900318495	186802
GCA_900317955	171549
GCA_900321885	1263
GCA_900317275	186803
GCA_900315545	838
GCA_900321875	171549
GCA_900319535	2172
GCA_900321385	832
GCA_900313345	186802
GCA_900313675	832
GCA_900318145	186802
GCA_900320275	171552
GCA_900319715	838
GCA_900316815	186802
GCA_900320455	128827
GCA_900314525	186802
GCA_900321985	171552
GCA_900315365	171552
GCA_900320755	186802
GCA_900313075	1291539
GCA_900315585	186802
GCA_900319065	186802
GCA_900316275	31977
GCA_900319025	171549
GCA_900319255	186802
GCA_900313135	186802
GCA_900315155	909929
GCA_900318015	171549
GCA_900318615	186802
GCA_900315685	2172
GCA_900319845	171552
GCA_900319675	1239
GCA_900314135	186802
GCA_900316875	74152
GCA_900313605	171552
GCA_900320055	171552
GCA_900314985	171552
GCA_900314235	171552
GCA_900314575	133925
GCA_900320095	256845
GCA_900313355	41295
GCA_900320165	171552
GCA_900313285	2
GCA_900316725	186802
GCA_900316105	133925
GCA_900320145	909929
GCA_900319015	186802
GCA_900320555	186802
GCA_900319885	423604
GCA_900313815	186802
GCA_900321545	171549
GCA_900319475	171552
GCA_900318215	31977
GCA_900321235	171552
GCA_900320495	171549
GCA_900314175	128827
GCA_900320255	171552
GCA_900321295	186802
GCA_900314185	186802
GCA_900322135	171552
GCA_900316575	171552
GCA_900316035	186802
GCA_900318265	171549
GCA_900318005	171552
GCA_900313935	137
GCA_900318385	186803
GCA_900318045	186802
GCA_900315045	40544
GCA_900320525	171549
GCA_900313735	186802
GCA_900314075	128827
GCA_900314775	186802
GCA_900318355	171549
GCA_900315015	186802
GCA_900321375	128827
GCA_900313835	909929
GCA_900319185	171549
GCA_900318295	186802
GCA_900314505	2
GCA_900318625	838
GCA_900314715	171552
GCA_900313365	186802
GCA_900316595	2092
GCA_900320885	171552
GCA_900313785	171552
GCA_900315735	186803
GCA_900319455	186802
GCA_900316935	909929
GCA_900314285	909932
GCA_900320285	186802
GCA_900318285	171549
GCA_900321695	171549
GCA_900315775	838
GCA_900321935	171549
GCA_900315205	904
GCA_900321685	186802
GCA_900315605	186802
GCA_900315625	186802
GCA_900313325	838
GCA_900318225	1239
GCA_900316165	186803
GCA_900316755	186802
GCA_900319595	171549
GCA_900315825	78345
GCA_900314665	2
GCA_900317695	171549
GCA_900321895	29521
GCA_900322175	838
GCA_900317175	186802
GCA_900315305	186802
GCA_900320585	171552
GCA_900321055	74152
GCA_900320355	186802
GCA_900320225	256845
GCA_900315945	186803
GCA_900321455	838
GCA_900318995	171552
GCA_900319685	171549
GCA_900320405	2
GCA_900318855	838
GCA_900319895	838
GCA_900318895	171552
GCA_900314445	186803
GCA_900316065	186802
GCA_900313885	186802
GCA_900322105	186802
GCA_900315065	128827
GCA_900318785	838
GCA_900319235	171552
GCA_900320915	171549
GCA_900317045	186802
GCA_900321795	186802
GCA_900317095	186802
GCA_900315415	186803
GCA_900320625	906
GCA_900314255	186803
GCA_900320545	171549
GCA_900317655	171552
GCA_900320505	186802
GCA_900313335	171552
GCA_900316675	171549
GCA_900314125	171552
GCA_900319075	186802
GCA_900320865	171549
GCA_900315475	186802
GCA_900321255	256845
GCA_900318535	171552
GCA_900313305	1263
GCA_900315925	909929
GCA_900316895	2172
GCA_900318545	186802
GCA_900316465	832
GCA_900321245	171549
GCA_900313435	186803
GCA_900321515	186802
GCA_900315295	1678
GCA_900316135	838
GCA_900316315	171552
GCA_900319805	171552
GCA_900321045	171552
GCA_900318335	171552
GCA_900321805	133925
GCA_900319145	838
GCA_900321485	128827
GCA_900319935	186802
GCA_900318695	186802
GCA_900314005	186802
GCA_900314375	2
GCA_900314115	171552
GCA_900321035	909929
GCA_900316155	1263
GCA_900315355	2172
GCA_900315575	31977
GCA_900314875	2
GCA_900318645	171552
GCA_900314605	2172
GCA_900319865	171549
GCA_900319215	171549
GCA_900315405	186803
GCA_900313725	1239
GCA_900319365	2
GCA_900318575	171549
GCA_900319615	186802
GCA_900321565	186802
GCA_900315885	128827
GCA_900320435	171552
GCA_900313875	2
GCA_900319405	171549
GCA_900321995	2172
GCA_900317315	186802
GCA_900317425	186802
GCA_900313095	186803
GCA_900320905	838
GCA_900317885	171549
GCA_900314795	186802
GCA_900316445	171552
GCA_900321845	171549
GCA_900317975	1239
GCA_900314755	171552
GCA_900321175	1335
GCA_900317505	186803
GCA_900321705	186802
GCA_900319005	171549
GCA_900314905	128827
GCA_900320075	186803
GCA_900317105	674963
GCA_900320765	186802
GCA_900318185	186802
GCA_900320935	186802
GCA_900314365	838
GCA_900313585	186802
GCA_900316945	171549
GCA_900315975	1263
GCA_900314485	186802
GCA_900313495	128827
GCA_900318955	171549
GCA_900313165	171552
GCA_900317615	186803
GCA_900314705	186802
GCA_900315255	186802
GCA_900314915	838
GCA_900317325	171552
GCA_900315865	838
GCA_900319825	838
GCA_900313825	838
GCA_900317025	186802
GCA_900319355	186802
GCA_900317805	171549
GCA_900317265	186802
GCA_900316975	171552
GCA_900316425	2172
GCA_900313535	186802
GCA_900320785	171549
GCA_900314315	2
GCA_900321835	171552
GCA_900321925	157
GCA_900320465	186802
GCA_900318505	2
GCA_900316005	171549
GCA_900320235	186802
GCA_900320965	171549
GCA_900319465	186802
GCA_900315375	133925
GCA_900314465	2
GCA_900317875	186802
GCA_900318025	186802
GCA_900313905	2
GCA_900319425	171552
GCA_900315025	128827
GCA_900314815	171552
GCA_900316525	171549
GCA_900320975	171549
GCA_900315705	171549
GCA_900321315	171549
GCA_900318455	909929
GCA_900315935	171549
GCA_900318605	41295
GCA_900320655	186802
GCA_900317685	838
GCA_900320245	171552
GCA_900317645	171552
GCA_900317545	838
GCA_900313765	186802
GCA_900320185	171549
GCA_900318365	128827
GCA_900313445	186802
GCA_900320325	186803
GCA_900318835	171549
GCA_900319625	157
GCA_900321195	186802
GCA_900317215	186802
GCA_900314625	909929
GCA_900316775	186803
GCA_900319875	2172
GCA_900321105	2
GCA_900318125	186802
GCA_900321205	469
GCA_900321115	186802
GCA_900313775	186802
GCA_900315465	186802
GCA_900320045	171552
GCA_900321075	171549
GCA_900315525	838
GCA_900314095	186803
GCA_900317355	186803
GCA_900317485	1630
GCA_900316175	674963
GCA_900318115	171552
GCA_900315995	186802
GCA_900317815	186802
GCA_900317965	186802
GCA_900318565	171549
GCA_900314435	171552
GCA_900319375	171549
GCA_900318445	171549
GCA_900313395	2
GCA_900322025	171549
GCA_900320025	186803
GCA_900317345	171549
GCA_900317565	186802
GCA_900319115	171552
GCA_900316865	838
GCA_900313205	171549
GCA_900319985	2172
GCA_900322155	186802
GCA_900316565	838
GCA_900314925	171549
GCA_900314415	40544
GCA_900316055	171549
GCA_900319495	171552
GCA_900316505	171552
GCA_900315965	186802
GCA_900319445	171552
GCA_900321445	171552
GCA_900315175	171549
GCA_900317935	2
